Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LTC,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,Status
147,Refinance,Multi-Family,9,54.82%,0.00%,0.00%,13.00%,6532.5,3.00%,2.00%,Suburban,Low,Stabilized,Yes,700-759,Good,$101-200 Million,Very Experienced,A+,6,1
148,Refinance,Mixed Use,5,74.29%,0.00%,79.75%,12.00%,5200,2.00%,2.00%,Urban,Low,Stabilized,Yes,700-759,Good,$10-40 Million,Experienced,A,11,1
149,Refinance,Residential,1,42.11%,30.48%,160.00%,12.00%,1600,2.50%,2.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A,11,1
150,Purchase,Mixed Use,3,70.73%,64.44%,65.91%,12.00%,2900,3.00%,2.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
151,Refinance,Mixed Use,13,3.48%,7.33%,9.92%,12.00%,5500,0.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,B+,14,1
152,Refinance,Residential,2,39.33%,43.18%,79.83%,13.00%,1029.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
153,Refinance,Multi-Family,6,52.18%,51.82%,80.08%,13.00%,3845.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
154,Refinance,Residential,3,44.32%,46.53%,80.00%,13.00%,1235,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
155,Purchase,Residential,1,80.00%,52.57%,55.76%,11.50%,1763.33,2.50%,1.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Experienced,B,16,1
156,Refinance,Residential,3,80.00%,49.33%,80.00%,12.00%,1480,3.00%,2.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,13,1
157,Refinance,Multi-Family,6,79.85%,49.36%,48.68%,13.00%,5882.5,3.00%,2.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
158,Purchase,Mixed Use,3,66.67%,47.50%,63.02%,12.00%,19000,3.00%,2.00%,Urban,Hign,Value-Add,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,9,1
159,Refinance,Residential,3,51.20%,51.20%,80.00%,13.00%,1386.67,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,2,1
160,Refinance,Mixed Use,5,52.17%,50.63%,80.00%,13.00%,4333.33,3.00%,2.00%,Urban,Hign,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
161,Purchase,Residential,3,74.86%,64.91%,57.37%,10.00%,4733.33,0.75%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,12,1
162,Refinance,Commercial,1,47.06%,0.00%,0.00%,12.00%,8000,3.00%,2.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,A-,13,10
163,Purchase,Residential,2,80.00%,65.11%,50.99%,13.00%,1657.5,3.00%,1.50%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Experienced,B,16,1
164,Purchase,Residential,1,72.73%,43.96%,80.00%,10.00%,1666.67,1.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B-,17,1
165,Purchase,Residential,1,80.00%,70.82%,74.48%,10.00%,9000,1.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B,16,1
166,Purchase,Residential,2,80.00%,65.68%,55.52%,10.00%,2600,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
167,Purchase,Multi-Family,10,49.50%,52.63%,243.90%,12.00%,20000,1.50%,2.00%,Urban,Low,Ground Up,No,700-759,Good,$41-100 Million,Very Experienced,A,8,1
168,Purchase,Residential,2,80.00%,64.00%,64.00%,10.00%,2533.33,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
169,Purchase,Mixed Use,3,80.00%,54.74%,70.91%,12.00%,7800,1.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
170,Refinance,Multi-Family,6,56.89%,49.78%,51.69%,13.00%,3640,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
171,Refinance,Residential,4,70.67%,65.00%,80.62%,13.00%,2253.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
172,Refinance,Residential,1,70.83%,62.87%,76.09%,10.50%,4593.75,1.00%,2.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
173,Purchase,Residential,1,66.43%,54.29%,79.83%,12.00%,1330,2.00%,2.00%,Suburban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
174,Refinance,Residential,3,20.83%,23.50%,45.90%,12.00%,14100,0.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,9,1
175,Purchase,Residential,3,80.95%,65.00%,66.94%,11.00%,17875,2.50%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
176,Refinance,Residential,3,64.29%,56.25%,44.71%,10.50%,7875,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A,11,1
177,Refinance,Mixed Use,5,66.67%,0.00%,0.00%,13.00%,4875,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
178,Refinance,Mixed Use,5,60.00%,27.27%,47.57%,12.00%,3000,2.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,11,1
179,Refinance,Multi-Family,6,62.07%,0.00%,257.14%,13.00%,4875,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
180,Purchase,Residential,1,75.12%,65.00%,78.00%,11.00%,3575,3.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B-,17,1
181,Purchase,Commercial,1,77.78%,0.00%,80.00%,12.50%,2916.67,3.00%,2.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
182,Refinance,Mixed Use,10,65.00%,0.00%,292.60%,10.00%,18958.33,2.00%,0.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B+,15,10
183,Refinance,Residential,1,64.63%,0.00%,0.00%,10.75%,2373.96,3.00%,0.75%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A,8,1
184,Refinance,Commercial,4,55.28%,0.00%,398.64%,12.00%,9950,3.50%,2.00%,Urban,Moderate,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,A,11,1
185,Purchase,Residential,1,70.00%,64.00%,79.83%,10.50%,1680,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,15,1
186,Purchase,Residential,1,76.00%,60.00%,80.00%,10.50%,1365,3.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B,16,11
187,Purchase,Mixed Use,6,57.33%,64.76%,51.59%,10.00%,11333.33,0.75%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,10,1
188,Refinance,Residential,1,33.30%,0.00%,118.93%,10.00%,13875,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A,10,1
189,Purchase,Residential,1,76.80%,53.33%,80.00%,12.00%,1280,3.00%,1.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B-,17,1
190,Purchase,Residential,3,76.92%,0.00%,80.00%,10.00%,8333.33,3.00%,0.00%,Urban,Moderate,Stabilized,No,680-699,High Acceptable,$10-40 Million,Experienced,A-,11,1
191,Refinance,Mixed Use,25,65.00%,0.00%,107.25%,13.00%,23237.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
192,Refinance,Residential,1,68.44%,59.09%,52.46%,10.00%,2708.33,0.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
193,Purchase,Commercial,1,46.15%,52.41%,59.88%,12.00%,4140,3.00%,2.00%,Suburban,Hign,Value-Add,No,700-759,Good,$41-100 Million,Experienced,A+,5,1
194,Purchase,Residential,1,66.67%,56.70%,60.39%,11.00%,2676.67,0.00%,1.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,1
195,Refinance,Residential,1,79.00%,0.00%,0.00%,10.00%,2633.33,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,1
196,Purchase,Residential,1,80.00%,60.76%,79.34%,10.50%,2100,3.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,New to Market/Phase,B-,16,1
197,Refinance,Residential,1,14.32%,13.88%,0.00%,13.00%,736.67,3.00%,2.00%,Suburban,Low,Stabilized,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B,16,1
198,Refinance,Residential,2,71.72%,0.00%,80.00%,11.00%,953.33,3.00%,1.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,< $10 Million,Experienced,A,9,1
199,Refinance,Multi-Family,5,65.08%,0.00%,71.82%,13.00%,4582.5,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
200,Refinance,Residential,2,65.00%,0.00%,66.16%,13.00%,1690,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
201,Refinance,Residential,2,64.90%,64.90%,345.65%,13.00%,1722.5,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
202,Refinance,Residential,3,64.91%,0.00%,284.62%,13.00%,2004.17,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
203,Refinance,Residential,3,64.81%,0.00%,71.25%,13.00%,1895.83,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
204,Refinance,Residential,2,64.80%,0.00%,0.00%,13.00%,1755,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
205,Refinance,Residential,2,64.71%,0.00%,253.85%,13.00%,1787.5,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
206,Refinance,Residential,3,64.80%,0.00%,67.19%,13.00%,1755,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
207,Refinance,Mixed Use,6,64.90%,0.00%,45.38%,13.00%,5449.17,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
208,Refinance,Multi-Family,6,64.90%,0.00%,78.23%,13.00%,5449.17,4.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
209,Refinance,Residential,3,65.00%,0.00%,286.44%,13.00%,1830.83,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
210,Refinance,Residential,2,64.90%,0.00%,227.14%,13.00%,1722.5,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
211,Refinance,Residential,3,64.81%,0.00%,70.06%,13.00%,1895.83,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A,3,1
212,Refinance,Mixed Use,8,65.00%,0.00%,72.48%,13.00%,7041.67,4.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
213,Refinance,Mixed Use,6,65.00%,0.00%,45.26%,13.00%,5633.33,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
214,Refinance,Mixed Use,5,79.85%,0.00%,0.00%,12.00%,21000,1.00%,2.00%,Urban,Hign,Stabilized,Yes,650-679,Low Acceptable,$41-100 Million,Experienced,A,11,10
215,Purchase,Mixed Use,6,77.24%,0.00%,80.00%,10.00%,4666.67,1.25%,0.00%,Urban,Moderate,Stabilized,Yes,700-759,Good,$10-40 Million,Experienced,A,10,1
216,Purchase,Multi-Family,6,80.00%,65.00%,71.84%,10.00%,11375,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,12,1
217,Purchase,Residential,1,80.00%,50.43%,69.05%,10.50%,1015,0.00%,0.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Experienced,B,16,1
218,Refinance,Residential,1,30.00%,51.69%,70.30%,12.00%,24810,1.50%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A,8,1
219,Refinance,Residential,3,65.00%,0.00%,80.48%,13.00%,1830.83,4.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
220,Refinance,Residential,3,65.09%,0.00%,83.29%,13.00%,1939.17,4.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
221,Refinance,Residential,4,6.82%,0.00%,0.00%,14.00%,1750,4.00%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A-,12,1
222,Refinance,Multi-Family,8,63.00%,65.14%,260.55%,9.50%,16759.58,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
223,Refinance,Residential,1,69.41%,64.88%,74.84%,9.50%,13355.42,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,10
224,Refinance,Multi-Family,8,66.20%,71.27%,127.53%,9.50%,16925.83,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
225,Refinance,Residential,2,70.00%,0.00%,316.98%,10.00%,1400,3.00%,0.00%,Urban,Hign,Stabilized,No,760-850,Excellent,< $10 Million,Moderate Experience,A,10,1
226,Refinance,Residential,1,65.00%,65.45%,75.79%,10.50%,3150,0.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
227,Purchase,Mixed Use,2,53.60%,48.00%,71.92%,10.00%,2500,2.25%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$10-40 Million,Experienced,A,10,1
228,Refinance,Multi-Family,33,64.71%,0.00%,80.05%,13.00%,23833.33,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,1,1
229,Refinance,Multi-Family,14,64.29%,0.00%,61.36%,13.00%,14625,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
230,Refinance,Residential,2,64.90%,0.00%,79.50%,13.00%,1722.5,0.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
231,Refinance,Residential,1,5.00%,8.67%,0.00%,12.00%,6500,0.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
232,Refinance,Mixed Use,18,66.00%,44.44%,55.64%,12.00%,40000,1.25%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$41-100 Million,Experienced,A,9,1
233,Purchase,Residential,1,58.35%,49.92%,66.27%,10.00%,2600,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,A-,13,1
234,Purchase,Mixed Use,7,74.67%,59.00%,62.11%,12.00%,2360,2.00%,2.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
235,Purchase,Residential,1,80.00%,0.00%,73.33%,10.50%,770,3.00%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A-,12,1
236,Purchase,Mixed Use,13,78.46%,45.45%,84.18%,9.50%,19791.67,3.00%,0.00%,Suburban,Moderate,Stabilized,Yes,680-699,High Acceptable,$101-200 Million,Experienced,A,10,1
237,Refinance,Multi-Family,8,65.33%,62.03%,0.00%,9.50%,9697.92,0.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,11,1
238,Refinance,Multi-Family,6,64.97%,0.00%,63.65%,13.00%,5102.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
239,Refinance,Multi-Family,68,67.45%,54.04%,99.27%,13.00%,52693.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
240,Purchase,Multi-Family,6,80.00%,64.52%,59.75%,10.00%,16666.67,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$41-100 Million,Experienced,A-,12,1
241,Refinance,Multi-Family,10,70.00%,64.54%,80.00%,10.00%,19900,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,Excellent,$10-40 Million,Experienced,A,11,1
242,Purchase,Residential,1,76.31%,63.15%,80.03%,10.50%,2458.75,3.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B-,17,1
243,Refinance,Multi-Family,16,73.11%,64.96%,99.93%,10.00%,24358.33,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,13,1
244,Refinance,Commercial,1,67.81%,65.00%,53.53%,12.00%,2730,3.00%,2.00%,Suburban,Low,Value-Add,No,760-850,Excellent,$41-100 Million,Experienced,A,10,8
245,Purchase,Multi-Family,15,42.55%,61.91%,91.68%,12.00%,21050,1.50%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,8,1
246,Refinance,Mixed Use,5,71.43%,60.98%,83.33%,10.00%,20833.33,2.00%,0.00%,Urban,Moderate,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Experienced,A,11,1
247,Purchase,Mixed Use,7,80.00%,62.37%,77.23%,10.00%,12733.33,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
248,Purchase,Multi-Family,57,75.00%,49.62%,43.88%,10.00%,26875,1.25%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A,11,1
249,Purchase,Residential,1,90.67%,66.85%,65.07%,12.00%,2440,2.00%,2.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B,16,1
250,Purchase,Residential,2,46.15%,28.85%,26.79%,12.00%,1500,0.00%,2.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,A,11,1
251,Purchase,Residential,1,80.00%,65.93%,79.79%,9.50%,2375,1.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$41-100 Million,Experienced,B+,15,1
252,Purchase,Multi-Family,35,76.21%,65.00%,18.42%,10.00%,18416.67,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Experienced,A-,12,1
253,Purchase,Residential,1,77.67%,66.77%,67.00%,10.00%,3450,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,14,1
254,Purchase,Residential,1,70.00%,0.00%,100.00%,10.50%,18375,3.00%,0.00%,Suburban,Moderate,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A-,13,11
255,Purchase,Mixed Use,3,79.38%,0.00%,54.81%,10.00%,8600,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,1
256,Refinance,Residential,1,10.74%,0.00%,0.00%,9.50%,6333.33,0.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$10-40 Million,Experienced,A,10,1
257,Refinance,Residential,1,70.00%,44.21%,70.00%,9.50%,6650,0.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A,11,1
258,Purchase,Residential,1,80.00%,65.05%,68.91%,10.00%,2900,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,13,1
259,Purchase,Commercial,1,68.42%,65.00%,56.52%,12.00%,26000,2.50%,2.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
260,Purchase,Residential,1,74.29%,57.78%,44.31%,9.50%,8233.33,0.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,10,1
261,Refinance,Residential,1,70.00%,0.00%,73.44%,11.50%,3152.92,2.00%,1.00%,Suburban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A-,12,1
262,Refinance,Mixed Use,7,76.32%,65.00%,281.00%,10.00%,20583.33,0.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$41-100 Million,Experienced,A,11,10
263,Refinance,Multi-Family,42,54.29%,54.46%,41.48%,12.00%,35400,5.25%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
264,Purchase,Residential,1,80.00%,63.08%,54.67%,12.00%,1230,4.00%,0.50%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,C+,18,1
265,Purchase,Mixed Use,6,80.00%,63.60%,68.66%,10.00%,5300,0.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,15,1
266,Purchase,Residential,1,66.22%,55.85%,59.33%,13.00%,2480.83,3.00%,2.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
267,Refinance,Residential,3,63.64%,0.00%,83.33%,13.00%,1895.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
268,Purchase,Residential,1,82.31%,61.26%,63.89%,10.00%,10975,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,10,1
269,Purchase,Multi-Family,8,65.00%,64.06%,56.15%,10.00%,17083.33,2.50%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
270,Refinance,Residential,3,65.10%,0.00%,80.98%,13.00%,1798.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
271,Refinance,Residential,3,65.10%,0.00%,76.32%,13.00%,1798.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
272,Refinance,Commercial,1,70.00%,0.00%,0.00%,12.00%,5950,2.50%,2.00%,Suburban,Hign,Stabilized,No,650-679,Low Acceptable,$41-100 Million,Experienced,A,11,1
273,Refinance,Mixed Use,13,29.09%,22.86%,0.00%,12.00%,6400,0.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,11,1
274,Refinance,Residential,1,50.00%,28.57%,0.00%,12.00%,1500,2.00%,2.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,$10-40 Million,Experienced,A-,12,1
275,Purchase,Multi-Family,28,68.91%,0.00%,68.91%,10.50%,1610,2.50%,0.00%,Suburban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A,10,1
276,Purchase,Residential,1,69.57%,32.00%,34.60%,10.00%,13333.33,2.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Experienced,A,10,1
277,Refinance,Residential,1,70.00%,60.94%,229.41%,10.50%,8531.25,1.00%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,$10-40 Million,Experienced,A-,13,10
278,Refinance,Residential,1,69.98%,0.00%,73.00%,11.00%,13951.67,4.00%,1.00%,Urban,Hign,Stabilized,No,650-679,Low Acceptable,$10-40 Million,Experienced,A,11,10
279,Refinance,Multi-Family,8,79.53%,62.92%,86.01%,12.00%,14000,1.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
280,Refinance,Mixed Use,11,16.18%,33.33%,40.00%,12.00%,10000,2.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,12,1
281,Purchase,Mixed Use,4,79.39%,68.57%,80.38%,9.50%,4750,0.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,1
282,Purchase,Multi-Family,72,46.00%,12.78%,76.67%,12.00%,23000,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A,8,1
283,Purchase,Residential,3,80.00%,58.33%,57.03%,10.00%,2333.33,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$41-100 Million,Experienced,A-,12,1
284,Purchase,Residential,2,83.51%,65.00%,61.17%,10.50%,3412.5,0.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$41-100 Million,Experienced,A,11,1
285,Refinance,Multi-Family,11,65.17%,65.04%,92.97%,10.00%,40650,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,11,10
286,Purchase,Residential,3,64.00%,65.00%,61.28%,10.00%,2600,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Excellent,$41-100 Million,Experienced,A,9,1
287,Refinance,Residential,1,77.66%,65.00%,69.13%,10.00%,2491.67,2.75%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A-,12,1
288,Purchase,Multi-Family,8,74.87%,56.15%,68.71%,4.75%,11558.33,0.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Very Experienced,A,11,1
289,Refinance,Multi-Family,30,70.79%,65.36%,48.86%,12.00%,32680,4.25%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$101-200 Million,Very Experienced,A,8,1
290,Refinance,Multi-Family,30,64.73%,63.36%,79.94%,12.00%,31680,4.25%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
291,Refinance,Residential,4,66.76%,55.56%,61.48%,10.00%,13958.33,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$41-100 Million,Very Experienced,A+,7,1
292,Purchase,Residential,3,79.17%,47.50%,80.00%,9.50%,15041.67,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,11,1
293,Refinance,Multi-Family,7,70.00%,33.90%,49.00%,11.00%,3666.67,3.00%,1.00%,Suburban,Moderate,Value-Add,Yes,650-679,Low Acceptable,$41-100 Million,Experienced,A-,13,1
