Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LT2,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,target
947,0,2,10,70.40,65.12,79.67,9.50,21652.08,1.00,0.25,0,0,0,1,3,03,1,2,6,14,7
948,0,1,3,69.61,65.50,151.26,9.50,32331.67,2.00,0.00,0,0,0,0,5,4,2,2,8,11,10
949,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
950,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
951,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
952,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
953,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
954,0,0,1,70.21,0.00,100.00,13.00,1787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
955,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
956,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
957,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
958,0,0,1,70.24,0.00,100.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
959,0,0,1,70.00,0.00,100.00,13.00,1592.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
960,1,0,1,54.47,50.40,80.00,8.50,12495,1.50,0.00,1,2,1,0,5,4,0,3,8,10,1
961,0,2,8,71.97,65.00,65.60,10.00,5958.33,2.00,0.00,0,0,0,1,3,03,1,2,6,14,1
962,0,2,6,75.00,0.00,75.00,10.00,4375,2.00,0.00,0,2,1,1,3,03,1,2,8,11,1
963,0,2,13,74.98,66.00,57.86,10.00,8800,2.00,0.50,0,0,0,1,3,03,1,2,6,14,10
964,0,2,6,75.06,0.00,75.06,10.00,5316.67,2.00,0.00,0,2,1,1,3,03,1,2,8,11,10
965,0,2,8,71.56,64.39,77.15,9.85,17442.71,0.75,1.00,0,0,0,1,5,4,1,4,8,10,1
966,1,0,3,80.00,68.48,67.73,9.00,4237.5,1.00,0.00,0,0,0,1,5,4,1,2,8-,13,1
967,0,2,10,66.40,40.29,105.87,10.00,17291.67,1.00,1.00,0,0,0,1,6,6,1,2,8,10,1
968,1,0,3,10.00,28.57,36.83,8.25,1031.25,0.10,0.00,2,0,0,1,6,6,1,2,8,10,5
969,0,0,1,70.22,0.00,100.00,13.00,1711.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
970,0,0,1,70.00,0.00,100.00,13.00,1668.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
971,0,0,1,70.45,0.00,100.00,13.00,1679.17,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
972,0,0,1,70.00,0.00,100.00,13.00,1668.33,3.00,2.00,0,2,1,1,6,6,4,4,9,3,1
973,0,0,1,70.45,0.00,100.00,13.00,1679.17,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
974,0,0,1,69.80,0.00,100.00,13.00,1928.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
975,0,0,1,69.80,0.00,100.00,13.00,1928.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
976,0,0,1,70.22,0.00,100.00,13.00,1711.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
977,0,0,1,70.22,0.00,100.00,13.00,1711.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
978,1,3,3,70.15,70.15,70.15,12.00,2280,2.00,2.00,0,0,0,0,3,03,1,2,6,14,5
979,0,0,1,70.00,0.00,100.00,13.00,1895.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
980,0,0,1,70.22,0.00,100.00,13.00,1711.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
981,1,0,2,80.00,57.60,87.80,9.00,10800,1.00,0.00,0,0,0,1,3,03,0,4,6,14,1
982,0,0,2,70.15,0.00,175.38,9.50,1805,2.00,0.50,0,0,0,1,5,4,1,2,8-,12,1
983,0,3,1,67.24,62.90,61.84,12.00,19500,1.50,2.00,0,0,0,1,4,23,1,2,8-,12,1
984,1,0,1,13.33,29.41,35.72,8.25,859.38,0.10,0.00,1,0,0,1,6,6,1,2,8,9,1
985,0,2,8,68.00,0.00,212.50,10.50,22312.5,0.10,0.00,0,0,0,1,6,6,2,2,8,9,1
986,1,2,10,65.40,66.45,72.51,13.00,7919.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
987,1,0,1,70.00,63.43,81.14,13.00,1202.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
988,1,0,1,80.43,64.86,79.34,9.00,1800,2.00,0.25,0,0,0,1,3,03,0,3,5-,17,1
989,0,2,11,74.74,65.21,76.57,10.50,27387.5,0.10,1.50,0,0,0,1,6,6,2,2,8,10,1
990,1,0,1,74.15,62.75,80.00,9.50,2533.33,2.00,0.25,1,0,0,1,6,6,0,3,6,14,1
991,0,2,80,37.50,40.96,97.36,10.00,17750,2.00,1.00,0,0,0,1,5,4,0,3,8,11,1
992,1,0,1,78.77,51.38,74.25,8.75,2041.67,3.50,0.00,1,0,0,0,6,6,0,3,6,14,1
993,0,1,6,69.93,0.00,281.67,13.00,5492.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
994,0,2,12,75.00,69.15,94.55,10.50,5687.5,4.00,0.00,1,1,0,0,3,03,0,3,5,16,1
995,0,4,0,36.53,8.65,50.00,11.00,16325.83,2.00,1.00,0,0,2,1,5,4,2,2,8,9,1
996,1,2,16,20.77,36.97,77.82,10.00,5700,1.50,0.00,0,0,0,0,5,4,0,3,8,11,1
997,0,0,2,47.37,56.00,84.69,10.50,1225,2.90,0.00,0,0,0,1,3,03,1,2,8,11,1
998,0,0,2,70.00,46.67,215.38,10.75,1254.17,2.90,0.00,1,2,1,1,3,03,1,2,8-,12,1
999,0,4,0,17.92,43.10,74.47,11.25,16406.25,1.00,1.25,0,0,2,1,5,4,1,3,8,11,1
1000,1,0,1,80.00,55.09,78.86,9.50,728.33,3.82,0.25,0,0,0,0,5,4,0,3,6,15,1
1001,1,0,1,74.84,0.00,80.00,10.00,1933.33,1.00,0.00,1,0,0,0,6,6,0,3,6,14,1
1002,1,1,4,74.00,66.67,76.47,10.50,22750,0.10,1.50,0,0,0,1,6,6,3,2,8,9,7
1003,0,4,0,65.00,63.22,129.45,13.00,35100,3.00,2.00,0,0,2,1,5,4,4,4,9,7,1
1004,0,0,2,80.00,62.22,81.55,9.00,6300,1.00,0.00,0,0,1,1,5,4,1,2,8-,12,1
1005,1,0,1,76.57,65.48,80.08,10.00,1691.67,2.00,0.00,0,0,0,1,6,6,1,2,8,11,1
1006,1,0,2,25.29,45.00,70.87,9.75,10968.75,2.00,0.75,0,0,0,0,5,4,0,3,8,11,1
1007,1,0,1,72.73,47.53,81.98,9.00,1515,1.00,0.00,1,0,0,1,4,23,1,4,8-,12,1
1008,0,2,14,50.00,54.41,133.16,10.50,32375,2.00,1.25,0,0,2,0,5,4,1,3,8-,12,10
1009,1,1,2,61.25,0.00,70.00,10.50,2143.75,3.50,0.00,0,2,1,0,3,03,0,3,8-,12,1
1010,1,0,1,47.27,34.85,79.31,8.25,1581.25,0.10,0.00,0,0,0,1,4,23,1,2,8,10,1
1011,0,2,9,48.15,0.00,236.36,11.50,6229.17,2.00,2.00,1,2,1,0,5,4,0,3,8,9,10
1012,1,0,1,73.60,53.33,80.00,9.00,1800,2.00,0.00,1,0,0,1,5,4,0,3,6,15,1
1013,0,0,4,45.82,51.08,59.10,10.75,1487.08,2.40,0.00,0,0,0,1,3,03,1,2,8,11,1
1014,0,3,2,64.29,0.00,504.00,11.00,5775,3.00,1.00,0,2,1,1,3,03,1,2,8,10,10
1015,1,2,6,61.94,0.00,75.06,10.00,2658.33,2.00,0.00,0,0,0,1,5,4,0,3,8-,13,1
1016,1,1,6,78.95,0.00,82.90,8.25,5699.38,0.50,0.00,0,2,1,1,6,6,0,3,8,10,1
1017,0,3,2,65.00,0.00,72.22,12.00,4550,2.00,2.00,0,2,1,0,5,4,0,3,8,10,1
1018,0,1,5,75.00,0.00,80.00,10.00,1000,3.30,0.00,0,0,0,1,3,03,0,3,5,16,1
1019,0,1,51,50.00,13.27,26.26,13.00,14083.33,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1020,0,2,16,83.50,49.34,36.07,12.00,30100,2.00,2.00,0,0,0,1,4,23,0,3,6,15,1
1021,1,0,2,44.00,0.00,29.73,13.00,595.83,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
1022,0,0,1,70.00,0.00,133.00,13.00,1440.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1023,0,0,1,70.00,0.00,133.00,13.00,1440.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1024,0,0,1,70.00,0.00,133.00,13.00,1440.83,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1025,1,0,1,77.71,64.52,80.00,9.00,1500,2.00,0.25,1,0,0,1,3,03,0,2,5,16,1
1026,1,0,1,79.12,65.05,75.00,9.00,2317.5,1.00,0.25,1,0,0,1,3,03,1,3,5,16,1
1027,0,1,11,74.07,64.94,60.46,12.00,5000,5.00,2.00,0,0,0,0,4,23,0,3,6,15,1
1028,0,4,0,75.00,65.14,1460.61,13.00,2610.83,4.25,2.00,0,0,2,1,5,4,4,4,8,8,1
1029,0,0,1,75.14,47.82,73.59,9.25,2027.29,1.50,0.50,1,0,0,1,5,4,2,4,8,9,1
1030,1,0,3,77.33,47.35,84.74,13.00,1744.17,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1031,1,0,1,9.54,9.54,50.27,12.00,930,2.00,2.00,1,0,2,0,3,03,0,3,6,15,1
1032,1,0,1,78.13,65.79,82.24,13.00,1354.17,3.00,2.00,0,0,0,1,5,4,2,4,8,9,1
1033,0,0,2,56.25,53.47,76.18,10.00,18358.33,1.75,1.00,0,0,0,0,4,23,0,3,8-,13,1
1034,0,2,6,75.00,55.10,66.99,9.00,10125,1.00,0.00,0,1,0,1,6,6,0,3,8,11,1
1035,1,2,9,62.17,66.00,82.43,11.35,22785.13,1.00,2.00,0,0,0,1,3,03,0,2,8-,13,1
1036,0,0,3,49.95,59.43,304.58,10.50,12792.5,1.00,1.00,0,0,2,1,6,6,0,3,8-,12,1
1037,0,2,10,74.99,42.21,78.62,10.00,18591.67,1.00,0.00,0,0,0,1,6,6,1,2,8,11,1
1038,0,0,1,70.26,0.00,100.00,13.00,1484.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1039,0,0,1,69.74,0.00,100.00,13.00,1473.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1040,0,0,1,71.58,0.00,100.00,13.00,1473.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1041,0,0,1,70.27,0.00,100.00,13.00,1408.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1042,0,0,1,70.27,0.00,100.00,13.00,1408.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1043,0,0,1,69.76,0.00,100.00,13.00,1549.17,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1044,0,0,1,70.27,0.00,100.00,13.00,1408.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1045,1,0,1,72.67,59.45,68.66,13.00,7085,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1046,0,0,2,27.10,65.00,83.63,9.50,15952.08,1.25,0.50,0,0,0,1,5,4,1,2,8-,12,10
1047,1,0,1,71.04,68.00,69.35,9.75,5663.13,1.44,0.50,1,0,0,0,3,03,0,3,5-,17,5
1048,1,0,1,66.15,59.26,74.17,9.00,1680,2.00,0.25,1,0,0,1,3,03,0,2,6,15,1
1049,0,0,2,60.00,65.00,130.00,13.00,2535,3.00,2.00,0,0,2,1,5,4,4,4,9,7,1
1050,1,2,10,74.81,50.00,77.69,11.25,2109.38,3.00,1.00,0,0,0,0,2,1,0,3,5-,17,1
1051,0,0,2,60.53,67.12,136.11,13.00,2654.17,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
1052,0,4,0,75.20,65.00,111.32,13.00,2535,3.00,2.00,0,0,2,1,5,4,4,4,8,8,1
1053,0,2,6,63.67,42.50,65.38,9.25,6552.08,1.00,0.50,0,0,0,0,6,6,1,2,8,10,1
1054,0,0,3,60.00,62.50,93.75,10.25,1921.88,2.00,1.00,0,0,0,0,2,1,0,3,3,18,10
1055,1,2,6,74.50,65.00,68.30,9.25,5010.42,1.00,0.25,0,0,0,0,4,23,0,3,6,15,1
1056,1,0,3,70.12,0.00,74.50,9.50,2359.17,2.00,0.25,0,0,0,0,5,4,0,1,6,15,1
1057,0,0,4,72.22,66.35,81.02,9.50,13656.25,2.50,0.00,0,0,0,0,6,6,0,1,8-,13,1
1058,1,0,2,58.43,0.00,80.00,9.00,5040,1.00,0.25,0,0,0,1,5,4,1,4,8,8,1
1059,1,0,2,80.00,0.00,52.86,9.25,5704.17,1.00,0.25,0,0,1,1,4,23,0,3,6,15,1
1060,1,0,1,67.35,62.34,87.11,9.00,2197.5,2.00,0.25,1,0,0,1,4,23,0,4,8,11,1
1061,0,4,0,49.87,64.96,85.29,12.00,4060,2.00,1.50,1,0,2,0,4,23,0,2,6,14,1
1062,1,0,1,73.13,67.17,87.29,9.00,2317.5,2.00,0.25,1,0,0,1,3,03,0,4,6,14,1
1063,1,0,3,80.00,66.19,71.28,9.25,5357.29,1.25,0.25,0,0,0,1,5,4,2,4,8,10,1
1064,0,2,429,9.92,0.00,9.15,13.00,75833.33,3.00,2.00,0,0,0,1,5,4,4,4,8,8,7
1065,0,0,1,70.40,65.13,77.91,13.00,1375.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1066,0,0,1,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1067,0,0,1,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1068,0,0,1,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1069,0,0,1,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1070,0,0,1,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1071,0,0,1,70.00,0.00,70.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1072,1,0,3,74.67,67.00,77.31,9.25,1549.38,2.00,0.25,0,0,0,1,5,4,0,3,6,14,1
1073,0,2,8,64.89,65.09,64.61,10.99,16988.71,2.00,1.49,0,0,2,0,3,03,0,2,6,15,1
1074,1,0,2,70.00,49.66,80.00,13.00,1560,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1075,1,0,2,63.33,47.72,80.00,13.00,1473.33,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
1076,0,0,1,59.39,0.00,67.02,9.50,24937.5,1.00,0.50,1,0,1,0,5,4,2,2,8,10,10
1077,0,0,2,74.59,67.67,156.15,13.00,2199.17,3.00,2.00,0,0,0,1,5,4,2,4,8,9,1
1078,0,0,1,65.00,65.00,100.00,13.00,1971.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
1079,0,0,3,80.00,65.54,167.72,13.00,2307.5,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1080,0,0,3,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1081,0,0,1,70.00,0.00,100.00,13.00,1440.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1082,0,0,3,70.00,0.00,100.00,13.00,1365,3.00,2.00,0,0,1,1,5,4,4,4,9,6,1
1083,1,0,2,79.09,62.11,84.69,13.00,1917.5,3.00,2.00,0,1,0,1,5,4,4,4,9,5,1
1084,1,1,7,68.25,0.00,70.00,10.25,9327.5,1.25,0.00,0,1,1,0,5,4,0,3,8,10,1
1085,0,0,4,43.64,45.39,87.34,9.50,13656.25,2.00,0.00,0,1,0,0,3,03,0,4,9,7,1
1086,1,0,1,78.04,66.13,79.62,8.75,1808.33,1.50,0.00,1,0,1,1,4,23,0,3,6,15,1
1087,1,0,2,69.33,50.77,77.65,9.00,9900,1.00,0.25,0,0,0,1,5,4,0,3,8-,13,1
1088,1,0,1,76.62,62.55,79.35,9.25,2458.96,0.10,0.25,0,0,0,1,3,03,0,3,5,16,1
1089,1,1,53,70.00,0.00,74.12,11.00,14437.5,1.00,1.00,1,2,1,0,3,03,0,2,8-,13,1
1090,1,2,12,48.84,65.00,79.43,9.50,27352.08,1.50,0.00,0,0,0,1,6,6,1,2,8,9,1
1091,1,4,0,26.27,43.35,74.84,12.00,10620,4.25,1.00,0,0,2,1,5,4,4,4,9,5,1
1092,0,2,6,69.98,0.00,284.92,8.00,2393.33,2.00,0.00,0,2,1,1,5,4,0,3,8,11,1
1093,1,0,2,78.06,58.14,82.85,9.00,12210,1.00,0.00,0,0,0,1,5,4,1,2,8-,12,1
1094,0,2,6,70.00,0.00,103.38,9.50,1939.58,2.00,0.00,0,2,1,0,5,4,0,3,8,11,1
1095,1,0,1,70.83,61.20,85.00,10.25,6534.38,1.31,0.00,1,0,0,0,3,03,0,3,5,16,1
1096,1,0,2,75.56,63.41,81.00,9.00,9750,1.00,0.00,0,1,0,1,5,4,0,0Experience,6,14,1
1097,1,3,3,50.94,53.69,96.64,11.50,11576.67,1.50,1.00,1,1,0,0,4,23,2,3,8,10,1
1098,1,0,2,63.50,54.75,80.48,13.00,1809.17,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
1099,0,3,1,33.33,37.65,61.37,11.50,10733.33,1.25,1.00,0,0,0,0,5,4,2,4,9,6,3
1100,1,0,3,74.29,63.49,73.29,9.25,21043.75,2.00,0.00,0,0,0,1,3,03,4,4,8,8,10
1101,1,0,2,80.00,50.79,80.00,13.00,1733.33,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1102,1,0,2,80.00,51.03,72.20,13.00,1603.33,3.00,2.00,0,1,0,1,5,4,3,4,9,7,1
1103,1,0,2,80.00,26.67,50.00,13.00,866.67,3.00,2.00,0,0,0,1,5,4,2,4,8,10,1
1104,0,0,1,28.57,0.00,50.00,13.00,4333.33,2.00,0.00,1,2,1,1,3,03,0,3,8-,11,5
1105,1,0,1,68.29,0.00,80.00,13.00,1516.67,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
1106,1,0,1,58.95,0.00,70.00,9.50,4433.33,2.00,0.50,0,0,1,0,5,4,0,2,8-,12,1
1107,1,0,1,78.22,68.50,83.85,9.00,2902.5,2.00,0.25,0,0,0,0,6,6,0,3,8-,13,1
1108,1,3,1,11.54,75.47,92.12,11.00,18333.33,0.10,1.00,0,0,0,1,4,23,0,3,8-,12,2
1109,1,1,9,62.77,66.45,78.06,10.00,12541.67,1.00,0.50,0,0,0,1,5,4,0,2,8-,12,1
1110,0,2,7,74.93,74.93,1762.09,8.75,9829.17,2.00,0.00,1,2,1,1,4,23,2,2,8,9,7
1111,0,4,0,68.75,59.15,80.77,13.00,2275,3.00,2.00,0,0,2,1,5,4,4,4,9,7,1
1112,0,2,8,74.17,0.00,0.00,13.00,12133.33,3.00,2.00,0,2,1,1,5,4,2,4,9,6,1
1113,1,0,1,69.88,0.00,58.00,9.25,894.17,2.41,0.25,1,0,1,0,6,6,0,1,6,14,1
1114,1,0,1,75.51,66.38,75.88,9.75,1893.13,2.50,0.00,0,0,0,0,6,6,0,1,6,14,1
1115,0,4,0,35.71,36.14,45.83,12.00,15000,2.50,2.00,1,0,2,1,6,6,0,2,8,11,1
1116,1,2,50,71.74,71.74,75.00,8.25,11343.75,1.25,0.00,1,2,1,0,5,4,0,3,8,11,1
1117,0,0,1,70.32,0.00,86.51,8.00,726.67,2.00,0.00,0,2,1,1,6,6,0,0Experience,8-,12,1
1118,0,2,8,70.00,47.42,75.42,12.00,3130,2.00,2.00,1,0,0,0,3,03,0,3,5-,17,1
1119,1,0,4,74.97,67.82,72.25,9.00,5595,1.00,0.00,0,1,0,1,4,23,2,4,8,9,1
1120,1,0,2,74.91,67.54,71.03,10.00,3433.33,1.25,0.50,0,2,1,1,3,03,0,3,8-,13,10
1121,0,1,8,74.88,66.92,79.53,9.25,13797.92,1.25,0.50,0,0,0,1,5,4,2,4,8,9,10
1122,1,0,1,80.00,66.96,78.06,9.25,2967.71,1.25,0.25,0,2,0,1,5,4,2,4,8,8,1
1123,1,0,4,70.37,67.20,82.31,10.00,7000,1.00,0.00,0,0,0,0,5,4,0,4,8,11,1
1124,1,0,1,75.30,66.23,83.22,8.50,3917.08,0.55,0.00,1,1,0,1,5,4,0,3,6,14,5
1125,1,0,1,60.47,61.33,79.88,10.00,1150,3.00,0.00,1,0,0,1,4,23,0,1,5,16,1
1126,1,0,1,77.11,67.78,80.82,10.00,3558.33,0.10,0.00,1,0,0,1,3,03,0,4,6,14,10
1127,0,3,1,40.00,15.89,125.93,11.00,15583.33,1.75,1.00,0,0,0,0,5,4,0,4,9,7,1
1128,1,0,2,69.80,66.00,72.96,9.00,3217.5,1.00,0.25,0,0,0,1,5,4,0,4,8,11,1
1129,1,0,2,74.32,63.61,88.83,9.00,3697.5,1.00,0.25,0,0,0,1,5,4,0,4,8,11,1
1130,0,2,13,70.00,70.00,0.00,13.00,18730.83,3.00,2.00,0,1,1,1,5,4,4,4,9,5,1
1131,1,0,1,52.80,57.00,79.72,13.00,1235,3.00,2.00,0,0,0,1,5,4,2,4,9,7,1
1132,1,0,2,52.00,0.00,80.03,9.50,7821.67,1.00,0.00,0,1,1,0,5,4,0,4,9,7,1
1133,1,0,2,74.00,53.93,85.31,13.00,1635.83,3.00,2.00,0,0,0,1,5,4,2,4,8,9,1
1134,1,0,2,84.17,66.90,85.13,10.00,1616.67,2.50,0.00,0,0,0,0,5,4,0,4,8-,12,1
1135,1,0,2,85.00,63.00,85.17,10.00,1575,2.50,0.00,0,0,0,0,5,4,0,4,8-,12,1
1136,0,3,8,66.67,57.70,94.68,11.00,24594.17,3.00,1.00,0,1,0,1,3,03,1,2,8-,12,10
1137,1,0,2,56.00,47.37,59.92,9.00,3375,1.00,0.25,0,0,0,0,5,4,0,3,8-,12,1
1138,1,0,1,77.70,66.18,46.16,9.00,4095,1.00,0.00,1,0,0,1,6,6,0,3,6,14,1
1139,0,2,14,70.00,0.00,100.00,13.00,20171.67,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1140,0,2,9,71.45,0.00,100.00,7.50,7681.25,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1141,0,2,13,70.00,70.00,100.00,13.00,19413.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1142,0,0,3,70.00,64.67,81.05,9.75,19256.25,1.00,0.00,0,0,0,0,6,6,0,0Experience,6,15,1
1143,0,2,21,70.00,65.00,77.27,10.75,5822.92,2.00,1.25,0,0,0,0,4,23,0,4,8-,12,11
1144,0,4,0,39.62,65.21,83.86,11.75,12386.46,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1145,0,4,0,39.62,65.21,13.92,11.75,12386.46,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1146,0,4,0,39.62,65.21,39.62,11.75,12386.46,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1147,0,4,0,39.62,65.21,13.92,11.75,12386.46,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1148,0,4,0,39.62,65.21,13.92,11.75,12386.46,1.79,1.00,0,0,2,1,5,4,2,4,9,7,10
1149,0,2,10,62.31,57.78,73.40,10.00,4825,2.00,0.50,0,2,0,1,5,4,0,4,8,8,1
1150,1,0,1,75.29,61.02,80.00,9.15,2745,1.50,0.40,0,0,0,1,3,03,0,2,6,15,1
1151,1,2,22,71.64,0.00,75.05,8.25,5417.5,2.00,0.00,1,2,1,0,6,6,0,2,9,7,1
1152,1,0,2,75.95,67.79,84.18,9.00,2872.5,2.00,0.00,1,0,0,1,3,03,0,3,5-,17,1
1153,1,2,8,78.43,66.67,76.67,8.75,8385.42,0.54,0.00,0,2,0,0,6,6,0,4,8,8,1
1154,1,0,3,76.57,69.76,72.80,9.00,4395,1.00,0.25,0,0,0,1,5,4,2,2,8,11,1
1155,1,0,3,75.00,67.24,83.97,9.00,7312.5,1.00,0.00,0,0,0,1,5,4,0,4,8,11,1
1156,1,0,1,80.00,66.09,82.61,9.00,2850,2.00,0.25,1,0,0,0,5,4,0,2,8,11,1
1157,1,0,1,61.80,0.00,80.00,9.00,2700,2.00,0.00,1,0,0,0,3,03,0,2,5-,17,1
1158,1,1,3,60.80,57.05,73.42,9.50,14566.67,1.00,1.00,0,0,0,0,3,03,0,3,6,15,1
1159,1,0,2,39.17,43.78,56.29,8.25,1354.38,0.10,0.00,0,0,0,1,4,23,0,2,8,11,3
1160,1,0,3,38.33,38.85,55.63,8.25,1629.38,0.10,0.00,0,0,0,1,4,23,0,2,8,11,1
1161,0,3,1,47.37,62.95,76.14,12.00,11960,1.58,1.00,1,0,0,0,6,6,0,3,8,11,1
1162,1,0,2,82.63,68.77,82.87,8.50,5723.33,1.00,0.00,0,0,0,1,6,6,0,3,6,14,1
1163,1,0,1,68.00,49.41,76.74,9.50,3325,2.25,0.25,1,0,0,1,2,1,0,4,6,14,3
1164,0,2,10,68.59,0.00,100.00,13.00,14787.5,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
1165,0,1,3,70.00,42.00,96.81,10.25,1793.75,4.00,0.00,0,0,1,0,3,03,0,2,6,14,1
1166,0,0,1,70.00,0.00,100.00,13.00,8872.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1167,1,0,2,84.90,63.67,84.95,8.50,8117.5,1.00,0.00,0,0,0,1,5,4,1,2,8-,13,1
1168,0,0,2,75.08,0.00,100.00,13.00,2643.33,3.00,2.00,0,1,1,1,5,4,4,4,9,5,1
1169,0,2,13,69.07,69.07,100.00,13.00,19229.17,3.00,2.00,0,1,1,1,5,4,4,4,9,4,1
1170,1,2,16,66.75,63.80,75.95,9.88,5250.21,1.50,0.00,1,2,0,0,6,6,1,2,8,9,1
1171,1,0,1,72.00,64.00,80.00,9.50,2533.33,2.00,0.00,1,0,0,1,3,03,0,1,3,18,1
1172,1,0,2,79.40,58.27,83.92,9.25,3368.54,1.50,0.25,0,0,0,0,3,03,1,2,6,14,10
1173,0,0,2,61.33,61.03,141.60,13.00,1917.5,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
1174,0,0,1,30.77,0.00,86.96,9.75,812.5,4.00,0.00,1,0,1,0,3,03,0,3,8-,13,1
1175,1,0,1,60.82,58.25,85.79,9.00,1245,2.00,0.00,1,0,0,1,2,1,0,3,5-,17,1
1176,1,0,1,77.53,60.71,83.68,9.50,2715.42,2.00,0.00,1,0,0,1,6,6,4,4,9,7,1
1177,1,0,2,68.97,51.61,72.73,13.00,1733.33,3.00,2.00,0,1,0,1,5,4,4,4,9,5,1
1178,1,0,2,79.11,65.14,76.64,9.25,3515,1.25,0.00,0,2,0,1,5,4,2,4,9,7,1
1179,1,0,1,78.32,36.65,44.61,9.00,2790,1.75,0.00,1,0,0,1,6,6,0,3,6,14,1
